NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,LOT,BUILDING CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE
BATH BEACH,01 ONE FAMILY DWELLINGS,1,56,A5,11228.0,1.0,0.0,1.0,1547.0,1428.0,1930.0,1,A5,0
BATH BEACH,01 ONE FAMILY DWELLINGS,1,68,A5,11228.0,1.0,0.0,1.0,1547.0,1428.0,1930.0,1,A5,925000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,22,A5,11228.0,1.0,0.0,1.0,2900.0,1660.0,1930.0,1,A5,1275000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,42,S1,11214.0,1.0,1.0,2.0,1342.0,1920.0,1926.0,1,S1,1505000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,43,S1,11214.0,1.0,1.0,2.0,1342.0,1920.0,1926.0,1,S1,1650000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,54,S1,11214.0,1.0,1.0,2.0,1917.0,2870.0,1931.0,1,S1,0
BATH BEACH,01 ONE FAMILY DWELLINGS,1,77,A9,11214.0,1.0,0.0,1.0,1933.0,2372.0,1925.0,1,A9,925000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,26,A2,11228.0,1.0,0.0,1.0,1933.0,1320.0,1940.0,1,A2,950000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,20,A5,11228.0,1.0,0.0,1.0,2417.0,2000.0,1935.0,1,A5,0
BATH BEACH,01 ONE FAMILY DWELLINGS,1,10,S1,11214.0,1.0,1.0,2.0,1160.0,2320.0,1920.0,1,S1,990000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,19,A2,11214.0,1.0,0.0,1.0,3458.0,1184.0,1899.0,1,A2,0
BATH BEACH,01 ONE FAMILY DWELLINGS,1,35,A9,11214.0,1.0,0.0,1.0,1440.0,1281.0,1915.0,1,A9,0
BATH BEACH,01 ONE FAMILY DWELLINGS,1,38,A9,11214.0,1.0,0.0,1.0,1740.0,1382.0,1915.0,1,A9,680000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,21,A1,11214.0,1.0,0.0,1.0,2900.0,1776.0,1920.0,1,A1,0
BATH BEACH,01 ONE FAMILY DWELLINGS,1,6,S1,11214.0,1.0,1.0,2.0,901.0,1462.0,1930.0,1,S1,765000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,65,A5,11228.0,1.0,0.0,1.0,1990.0,1328.0,1925.0,1,A5,850000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,9,A5,11214.0,1.0,0.0,1.0,1536.0,1562.0,1930.0,1,A5,900000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,38,S1,11214.0,1.0,1.0,2.0,1305.0,2610.0,1910.0,1,S1,999000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,39,S1,11214.0,1.0,1.0,2.0,986.0,1972.0,1910.0,1,S1,820000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,57,A5,11214.0,1.0,0.0,1.0,2015.0,1458.0,1910.0,1,A5,900000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,36,S0,11214.0,1.0,2.0,3.0,1200.0,2160.0,1925.0,1,S0,1200000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,8,A5,11214.0,1.0,0.0,1.0,1740.0,1674.0,1955.0,1,A5,620000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,8,A5,11214.0,1.0,0.0,1.0,1740.0,1674.0,1955.0,1,A5,992000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,34,A1,11228.0,1.0,0.0,1.0,3872.0,2688.0,2001.0,1,A1,0
BATH BEACH,01 ONE FAMILY DWELLINGS,1,103,A5,11228.0,1.0,0.0,1.0,1740.0,1629.0,1955.0,1,A5,0
BATH BEACH,01 ONE FAMILY DWELLINGS,1,217,A5,11214.0,1.0,0.0,1.0,1760.0,992.0,1950.0,1,A5,800000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,101,A5,11214.0,1.0,0.0,1.0,1795.0,1152.0,1930.0,1,A5,0
BATH BEACH,01 ONE FAMILY DWELLINGS,1,123,A5,11214.0,1.0,0.0,1.0,1943.0,992.0,1950.0,1,A5,800000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,124,A5,11214.0,1.0,0.0,1.0,1555.0,992.0,1950.0,1,A5,650000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,199,A5,11214.0,1.0,0.0,1.0,2355.0,1240.0,1940.0,1,A5,1190000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,78,A5,11214.0,1.0,0.0,1.0,1372.0,992.0,1950.0,1,A5,0
BATH BEACH,01 ONE FAMILY DWELLINGS,1,17,A5,11214.0,1.0,0.0,1.0,2993.0,1536.0,1940.0,1,A5,975000
BATH BEACH,01 ONE FAMILY DWELLINGS,1,83,A5,11214.0,1.0,0.0,1.0,6157.0,1320.0,1945.0,1,A5,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,10,B1,11228.0,2.0,0.0,2.0,2320.0,2160.0,1930.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,65,B1,11228.0,2.0,0.0,2.0,2320.0,2160.0,1930.0,1,B1,200000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,66,B1,11228.0,2.0,0.0,2.0,2320.0,2160.0,1930.0,1,B1,180000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,12,B1,11228.0,2.0,0.0,2.0,2320.0,2160.0,1930.0,1,B1,1300000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,32,S2,11228.0,2.0,1.0,3.0,1534.0,2496.0,1931.0,1,S2,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,44,B1,11228.0,2.0,0.0,2.0,2320.0,2160.0,1930.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,5,B1,11228.0,2.0,0.0,2.0,2320.0,2160.0,1930.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,5,B1,11228.0,2.0,0.0,2.0,2320.0,2160.0,1930.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,22,B1,11228.0,2.0,0.0,2.0,2320.0,2160.0,1930.0,1,B1,1538000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,30,B1,11228.0,2.0,0.0,2.0,1948.0,2160.0,1930.0,1,B1,1520000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,34,B3,11214.0,2.0,0.0,2.0,2058.0,1492.0,1930.0,1,B3,999000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,55,B3,11214.0,2.0,0.0,2.0,2167.0,2592.0,1920.0,1,B3,1720000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,60,B3,11214.0,2.0,0.0,2.0,3250.0,1419.0,1901.0,1,B3,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,54,B2,11214.0,2.0,0.0,2.0,2753.0,1606.0,1930.0,1,B2,1268000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,65,B1,11214.0,2.0,0.0,2.0,2167.0,3072.0,1901.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,10,S2,11214.0,2.0,1.0,3.0,1800.0,3920.0,1910.0,1,S2,980000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,89,B3,11214.0,2.0,0.0,2.0,1280.0,1200.0,1920.0,1,B3,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,91,B3,11214.0,2.0,0.0,2.0,1307.0,1260.0,1935.0,1,B3,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,78,B3,11214.0,2.0,0.0,2.0,4833.0,2536.0,1930.0,1,B3,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,78,B3,11214.0,2.0,0.0,2.0,4833.0,2536.0,1930.0,1,B3,1350000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,13,B9,11214.0,2.0,0.0,2.0,5551.0,2652.0,1955.0,1,B9,1825000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,66,S2,11214.0,2.0,1.0,3.0,2272.0,2820.0,1920.0,1,S2,1500000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,61,B3,11214.0,2.0,0.0,2.0,5800.0,2894.0,1920.0,1,B3,1999999
BATH BEACH,02 TWO FAMILY DWELLINGS,1,69,B3,11214.0,2.0,0.0,2.0,4833.0,2268.0,1899.0,1,B3,1800000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,6,B1,11214.0,2.0,0.0,2.0,2288.0,2560.0,1910.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,57,B9,11214.0,2.0,0.0,2.0,1917.0,2678.0,1960.0,1,B9,1650000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,1,B3,11228.0,2.0,0.0,2.0,3867.0,3058.0,1920.0,1,B3,10
BATH BEACH,02 TWO FAMILY DWELLINGS,1,18,B9,11228.0,2.0,0.0,2.0,2127.0,1771.0,1950.0,1,B9,1180000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,23,B9,11228.0,2.0,0.0,2.0,2513.0,1794.0,1950.0,1,B9,1300000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,19,B3,11228.0,2.0,0.0,2.0,1772.0,1980.0,1945.0,1,B3,1170000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,52,B1,11228.0,2.0,0.0,2.0,2248.0,2970.0,1930.0,1,B1,1250000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,30,B1,11228.0,2.0,0.0,2.0,2296.0,2160.0,1940.0,1,B1,1420000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,56,B1,11228.0,2.0,0.0,2.0,2296.0,2160.0,1940.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,68,B3,11228.0,2.0,0.0,2.0,1933.0,1480.0,1920.0,1,B3,888000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,70,B3,11228.0,2.0,0.0,2.0,1933.0,1480.0,1920.0,1,B3,1162500
BATH BEACH,02 TWO FAMILY DWELLINGS,1,10,B3,11228.0,2.0,0.0,2.0,1717.0,1398.0,1920.0,1,B3,890000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,34,B1,11228.0,2.0,0.0,2.0,2336.0,2160.0,1940.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,14,B3,11228.0,2.0,0.0,2.0,1933.0,2298.0,1925.0,1,B3,1130000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,19,B3,11228.0,2.0,0.0,2.0,2368.0,1476.0,1925.0,1,B3,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,19,B3,11228.0,2.0,0.0,2.0,2368.0,1476.0,1925.0,1,B3,1350000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,26,B9,11228.0,2.0,0.0,2.0,1933.0,2772.0,1935.0,1,B9,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,54,B2,11228.0,2.0,0.0,2.0,3867.0,3448.0,1925.0,1,B2,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,34,B3,11228.0,2.0,0.0,2.0,1920.0,1484.0,1955.0,1,B3,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,40,B1,11228.0,2.0,0.0,2.0,1800.0,2268.0,1930.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,169,B9,11214.0,2.0,0.0,2.0,1933.0,2160.0,1960.0,1,B9,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,9,S2,11214.0,2.0,1.0,3.0,1000.0,3720.0,1925.0,1,S2,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,16,B1,11214.0,2.0,0.0,2.0,2925.0,2160.0,1925.0,1,B1,900000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,31,B1,11214.0,2.0,0.0,2.0,2708.0,2120.0,1925.0,1,B1,1300000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,33,B3,11214.0,2.0,0.0,2.0,2708.0,2120.0,1925.0,1,B3,1450000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,13,B3,11214.0,2.0,0.0,2.0,2034.0,1420.0,1920.0,1,B3,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,32,B2,11214.0,2.0,0.0,2.0,3852.0,2819.0,1899.0,1,B2,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,32,B2,11214.0,2.0,0.0,2.0,3852.0,2819.0,1899.0,1,B2,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,14,B9,11228.0,2.0,0.0,2.0,2078.0,1802.0,1935.0,1,B9,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,15,B9,11228.0,2.0,0.0,2.0,2078.0,1802.0,1935.0,1,B9,990000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,30,B9,11228.0,2.0,0.0,2.0,1933.0,3246.0,1955.0,1,B9,1600000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,34,B1,11228.0,2.0,0.0,2.0,1917.0,2018.0,1955.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,36,B1,11228.0,2.0,0.0,2.0,1949.0,2125.0,1955.0,1,B1,1270000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,27,B3,11228.0,2.0,0.0,2.0,2900.0,2654.0,1920.0,1,B3,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,14,B2,11228.0,2.0,0.0,2.0,3867.0,2940.0,1920.0,1,B2,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,28,B3,11228.0,2.0,0.0,2.0,3867.0,1616.0,1920.0,1,B3,1050000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,60,B3,11228.0,2.0,0.0,2.0,1990.0,1328.0,1925.0,1,B3,990000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,62,B2,11228.0,2.0,0.0,2.0,1990.0,1328.0,1925.0,1,B2,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,16,B1,11228.0,2.0,0.0,2.0,2433.0,2280.0,1935.0,1,B1,1395000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,53,B1,11214.0,2.0,0.0,2.0,1933.0,3105.0,1920.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,65,B1,11214.0,2.0,0.0,2.0,2053.0,2872.0,1960.0,1,B1,1580000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,50,B3,11214.0,2.0,0.0,2.0,2058.0,1953.0,1899.0,1,B3,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,69,B3,11214.0,2.0,0.0,2.0,2096.0,1475.0,1920.0,1,B3,900000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,103,B1,11214.0,2.0,0.0,2.0,1527.0,1537.0,1930.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,6,B3,11214.0,2.0,0.0,2.0,1359.0,1568.0,1920.0,1,B3,720000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,33,S2,11214.0,2.0,1.0,3.0,1933.0,3816.0,1920.0,1,S2,1135000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,32,B3,11214.0,2.0,0.0,2.0,2000.0,2640.0,1920.0,1,B3,900000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,32,S2,11214.0,2.0,1.0,3.0,1566.0,4180.0,1920.0,1,S2,1140000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,21,S2,11214.0,2.0,1.0,3.0,5800.0,2520.0,1925.0,1,S2,1400000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,34,S2,11214.0,2.0,1.0,3.0,1727.0,4000.0,1925.0,1,S2,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,14,B1,11214.0,2.0,0.0,2.0,1933.0,1976.0,1945.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,1,B9,11228.0,2.0,0.0,2.0,1933.0,2300.0,1940.0,1,B9,1038888
BATH BEACH,02 TWO FAMILY DWELLINGS,1,2,B3,11228.0,2.0,0.0,2.0,1740.0,2052.0,1960.0,1,B3,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,100,B3,11228.0,2.0,0.0,2.0,1740.0,1629.0,1955.0,1,B3,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,172,B1,11228.0,2.0,0.0,2.0,2399.0,1928.0,1950.0,1,B1,1249000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,53,B9,11214.0,2.0,0.0,2.0,2600.0,1914.0,1955.0,1,B9,1100000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,11,B9,11214.0,2.0,0.0,2.0,1920.0,2280.0,1960.0,1,B9,486406
BATH BEACH,02 TWO FAMILY DWELLINGS,1,23,B1,11214.0,2.0,0.0,2.0,1821.0,2982.0,1960.0,1,B1,1193000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,26,B1,11214.0,2.0,0.0,2.0,1646.0,2982.0,1960.0,1,B1,1299888
BATH BEACH,02 TWO FAMILY DWELLINGS,1,34,B9,11214.0,2.0,0.0,2.0,1937.0,2280.0,1960.0,1,B9,1220000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,3,B1,11214.0,2.0,0.0,2.0,1830.0,2160.0,1950.0,1,B1,1035000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,6,B1,11214.0,2.0,0.0,2.0,1830.0,1980.0,1950.0,1,B1,1150000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,96,B1,11214.0,2.0,0.0,2.0,1979.0,1440.0,1950.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,103,B1,11214.0,2.0,0.0,2.0,1820.0,1320.0,1950.0,1,B1,990000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,112,B1,11214.0,2.0,0.0,2.0,1820.0,1320.0,1950.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,120,B1,11214.0,2.0,0.0,2.0,1792.0,1320.0,1950.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,27,B1,11214.0,2.0,0.0,2.0,2362.0,1538.0,1945.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,49,B1,11214.0,2.0,0.0,2.0,1600.0,1320.0,1940.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,55,B3,11214.0,2.0,0.0,2.0,2200.0,1645.0,1940.0,1,B3,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,64,B1,11214.0,2.0,0.0,2.0,1800.0,2052.0,1940.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,114,B1,11214.0,2.0,0.0,2.0,1551.0,1320.0,1940.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,124,B1,11214.0,2.0,0.0,2.0,1551.0,1320.0,1940.0,1,B1,960000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,125,B3,11214.0,2.0,0.0,2.0,1745.0,1485.0,1940.0,1,B3,971000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,131,B3,11214.0,2.0,0.0,2.0,2132.0,1864.0,1945.0,1,B3,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,182,B9,11214.0,2.0,0.0,2.0,2142.0,1720.0,1940.0,1,B9,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,22,B9,11214.0,2.0,0.0,2.0,3364.0,1652.0,1940.0,1,B9,960000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,26,B9,11214.0,2.0,0.0,2.0,2376.0,1888.0,1940.0,1,B9,1198000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,52,B1,11214.0,2.0,0.0,2.0,1710.0,1584.0,1940.0,1,B1,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,54,B1,11214.0,2.0,0.0,2.0,1710.0,1584.0,1940.0,1,B1,1
BATH BEACH,02 TWO FAMILY DWELLINGS,1,83,B3,11214.0,2.0,0.0,2.0,1547.0,1584.0,1940.0,1,B3,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,26,B9,11214.0,2.0,0.0,2.0,2112.0,1869.0,1945.0,1,B9,1035000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,36,B9,11214.0,2.0,0.0,2.0,2407.0,1993.0,1945.0,1,B9,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,44,B9,11214.0,2.0,0.0,2.0,2280.0,1993.0,1945.0,1,B9,0
BATH BEACH,02 TWO FAMILY DWELLINGS,1,62,B1,11214.0,2.0,0.0,2.0,1710.0,1584.0,1945.0,1,B1,999000
BATH BEACH,02 TWO FAMILY DWELLINGS,1,50,B3,11228.0,2.0,0.0,2.0,1740.0,2052.0,1950.0,1,B3,1
BATH BEACH,03 THREE FAMILY DWELLINGS,1,37,C0,11228.0,3.0,0.0,3.0,2320.0,2160.0,1930.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,67,C0,11228.0,3.0,0.0,3.0,2320.0,2160.0,1930.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,8,C0,11214.0,3.0,0.0,3.0,4543.0,2980.0,1905.0,1,C0,1750000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,70,C0,11214.0,3.0,0.0,3.0,2707.0,2980.0,1965.0,1,C0,1800000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,60,C0,11214.0,3.0,0.0,3.0,3867.0,3075.0,1920.0,1,C0,1380000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,1,C0,11214.0,3.0,0.0,3.0,5800.0,3865.0,1925.0,1,C0,2388000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,6,C0,11214.0,3.0,0.0,3.0,3867.0,3624.0,1901.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,68,C0,11214.0,3.0,0.0,3.0,3000.0,3141.0,1992.0,1,C0,2150000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,74,C0,11214.0,3.0,0.0,3.0,3383.0,3361.0,1901.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,33,C0,11228.0,3.0,0.0,3.0,2280.0,2970.0,1930.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,61,C0,11228.0,3.0,0.0,3.0,3044.0,2820.0,2021.0,1,C0,2341975
BATH BEACH,03 THREE FAMILY DWELLINGS,1,63,C0,11228.0,3.0,0.0,3.0,3044.0,2820.0,2021.0,1,C0,2260515
BATH BEACH,03 THREE FAMILY DWELLINGS,1,15,C0,11228.0,3.0,0.0,3.0,2900.0,2369.0,1905.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1B,15,V0,11228.0,0.0,0.0,0.0,2900.0,0.0,1905.0,1,C0,630000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,16,G0,11228.0,1.0,0.0,1.0,2900.0,0.0,1905.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,1,C0,11214.0,3.0,0.0,3.0,4833.0,4125.0,1995.0,1,C0,2253899
BATH BEACH,03 THREE FAMILY DWELLINGS,1,13,C0,11214.0,3.0,0.0,3.0,5417.0,2700.0,1925.0,1,C0,1638000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,60,C0,11214.0,3.0,0.0,3.0,2654.0,2400.0,1920.0,1,C0,550500
BATH BEACH,03 THREE FAMILY DWELLINGS,1,19,C0,11214.0,3.0,0.0,3.0,3250.0,3327.0,1965.0,1,C0,1800000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,33,C0,11214.0,3.0,0.0,3.0,1325.0,2160.0,1920.0,1,C0,1200000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,25,C0,11214.0,3.0,0.0,3.0,2900.0,2408.0,1920.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,18,C0,11214.0,3.0,0.0,3.0,3528.0,3288.0,1930.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,18,C0,11214.0,3.0,0.0,3.0,3528.0,3288.0,1930.0,1,C0,1398000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,24,C0,11214.0,3.0,0.0,3.0,5800.0,4662.0,1925.0,1,C0,1870000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,51,C0,11214.0,3.0,0.0,3.0,5800.0,4840.0,1910.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,61,C0,11214.0,3.0,0.0,3.0,3383.0,4221.0,2019.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,63,C0,11228.0,3.0,0.0,3.0,3867.0,4128.0,1950.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,68,C0,11214.0,3.0,0.0,3.0,2163.0,3276.0,1992.0,1,C0,1680000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,8,C0,11214.0,3.0,0.0,3.0,1472.0,1598.0,1930.0,1,C0,380000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,54,C0,11214.0,3.0,0.0,3.0,3867.0,2540.0,1920.0,1,C0,1580000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,56,C0,11214.0,3.0,0.0,3.0,3867.0,2789.0,1920.0,1,C0,1630000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,44,C0,11214.0,3.0,0.0,3.0,1958.0,3372.0,1899.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,42,C0,11214.0,3.0,0.0,3.0,1207.0,2286.0,1920.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,20,C0,11214.0,3.0,0.0,3.0,1633.0,3120.0,1910.0,1,C0,1400888
BATH BEACH,03 THREE FAMILY DWELLINGS,1,46,C0,11214.0,3.0,0.0,3.0,2716.0,3118.0,1960.0,1,C0,1660000
BATH BEACH,03 THREE FAMILY DWELLINGS,1,3,C0,11214.0,3.0,0.0,3.0,4454.0,2836.0,1910.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,52,C0,11214.0,3.0,0.0,3.0,1933.0,2400.0,1950.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,4,C0,11214.0,3.0,0.0,3.0,2000.0,2695.0,1970.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,4,C0,11214.0,3.0,0.0,3.0,2000.0,2695.0,1970.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,27,C0,11214.0,3.0,0.0,3.0,3768.0,3195.0,1910.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,45,C0,11214.0,3.0,0.0,3.0,1933.0,2805.0,1975.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,25,C0,11214.0,3.0,0.0,3.0,4000.0,2600.0,1910.0,1,C0,0
BATH BEACH,03 THREE FAMILY DWELLINGS,1,141,C0,11214.0,3.0,0.0,3.0,1933.0,2860.0,1970.0,1,C0,200000
BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,75,C3,11214.0,4.0,0.0,4.0,2000.0,3000.0,1906.0,2,C3,0
BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,76,C2,11214.0,6.0,0.0,6.0,2417.0,6000.0,1925.0,2,C2,0
BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,19,C3,11214.0,4.0,0.0,4.0,3867.0,3780.0,1947.0,2,C3,0
BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,59,C3,11214.0,4.0,0.0,4.0,2900.0,3520.0,1923.0,2,C3,0
