NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,LOT,BUILDING CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE
BENSONHURST,02 TWO FAMILY DWELLINGS,1,50,B2,11214.0,2.0,0.0,2.0,2475.0,2800.0,1920.0,1,B2,1705000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,25,B3,11214.0,2.0,0.0,2.0,2000.0,1400.0,1899.0,1,B3,1650000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,32,B1,11214.0,2.0,0.0,2.0,2450.0,2320.0,1930.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,43,B1,11214.0,2.0,0.0,2.0,1667.0,1216.0,1920.0,1,B1,839000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,44,B3,11214.0,2.0,0.0,2.0,3333.0,2588.0,1899.0,1,B3,998888
BENSONHURST,02 TWO FAMILY DWELLINGS,1,50,B3,11214.0,2.0,0.0,2.0,2000.0,9169.0,1910.0,1,B3,990000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,11,B2,11228.0,2.0,0.0,2.0,2300.0,1910.0,1925.0,1,B2,1380000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,16,B2,11228.0,2.0,0.0,2.0,2250.0,1910.0,1925.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,62,B3,11228.0,2.0,0.0,2.0,2467.0,1830.0,1930.0,1,B3,1355000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,31,B1,11228.0,2.0,0.0,2.0,2450.0,1772.0,1930.0,1,B1,160000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,40,B1,11214.0,2.0,0.0,2.0,2617.0,2640.0,1920.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,78,B2,11214.0,2.0,0.0,2.0,2000.0,1488.0,1920.0,1,B2,1200000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,51,B2,11214.0,2.0,0.0,2.0,2483.0,2320.0,1925.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,67,B1,11214.0,2.0,0.0,2.0,2000.0,2592.0,1920.0,1,B1,1400000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,52,B2,11214.0,2.0,0.0,2.0,4000.0,3456.0,1925.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,37,B3,11214.0,2.0,0.0,2.0,2400.0,1586.0,1925.0,1,B3,880000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,66,B1,11214.0,2.0,0.0,2.0,3250.0,2976.0,1920.0,1,B1,1625000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,37,B1,11214.0,2.0,0.0,2.0,2500.0,2680.0,1920.0,1,B1,10
BENSONHURST,02 TWO FAMILY DWELLINGS,1,41,B2,11214.0,2.0,0.0,2.0,3000.0,3150.0,1920.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,11,B2,11228.0,2.0,0.0,2.0,3625.0,2540.0,1915.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,15,B2,11228.0,2.0,0.0,2.0,2500.0,2540.0,1915.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,21,B1,11228.0,2.0,0.0,2.0,2467.0,2034.0,1935.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,14,B2,11214.0,2.0,0.0,2.0,2000.0,2472.0,1930.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,14,B2,11214.0,2.0,0.0,2.0,2000.0,2472.0,1930.0,1,B2,280000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,17,B2,11214.0,2.0,0.0,2.0,2000.0,2200.0,1930.0,1,B2,915000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,69,B2,11214.0,2.0,0.0,2.0,2942.0,2480.0,1920.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,13,B1,11214.0,2.0,0.0,2.0,3058.0,2600.0,1925.0,1,B1,1550000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,58,B2,11214.0,2.0,0.0,2.0,3000.0,2688.0,1920.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,37,B2,11214.0,2.0,0.0,2.0,4000.0,3350.0,1930.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,14,B2,11228.0,2.0,0.0,2.0,2633.0,1556.0,1920.0,1,B2,1500000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,52,B2,11228.0,2.0,0.0,2.0,2642.0,1372.0,1920.0,1,B2,1273000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,30,B1,11228.0,2.0,0.0,2.0,2650.0,2124.0,1935.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,42,B3,11228.0,2.0,0.0,2.0,2133.0,1770.0,1935.0,1,B3,990000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,44,B3,11228.0,2.0,0.0,2.0,2133.0,1606.0,1935.0,1,B3,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,42,S2,11214.0,2.0,1.0,3.0,4100.0,3472.0,1931.0,1,S2,10
BENSONHURST,02 TWO FAMILY DWELLINGS,1,29,B2,11214.0,2.0,0.0,2.0,5000.0,2940.0,1910.0,1,B2,1450000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,7,S2,11214.0,2.0,1.0,3.0,1657.0,2560.0,1931.0,1,S2,1570000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,52,B2,11214.0,2.0,0.0,2.0,3000.0,2293.0,1920.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,45,B2,11214.0,2.0,0.0,2.0,3250.0,2200.0,1925.0,1,B2,1320000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,1,B3,11228.0,2.0,0.0,2.0,1530.0,1216.0,1945.0,1,B3,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,33,B1,11228.0,2.0,0.0,2.0,2400.0,2415.0,1955.0,1,B1,1330000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,41,B3,11228.0,2.0,0.0,2.0,2150.0,2032.0,1955.0,1,B3,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,19,B2,11214.0,2.0,0.0,2.0,2000.0,1800.0,1945.0,1,B2,975000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,44,B1,11214.0,2.0,0.0,2.0,2000.0,2656.0,1925.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,87,B3,11214.0,2.0,0.0,2.0,1700.0,2746.0,1935.0,1,B3,1700000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,44,B1,11214.0,2.0,0.0,2.0,2000.0,2240.0,1930.0,1,B1,950000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,63,B2,11214.0,2.0,0.0,2.0,2942.0,1764.0,1920.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,41,B9,11228.0,2.0,0.0,2.0,1983.0,2204.0,1950.0,1,B9,1300000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,72,B3,11228.0,2.0,0.0,2.0,1900.0,1938.0,1950.0,1,B3,1285000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,21,B1,11228.0,2.0,0.0,2.0,2200.0,1980.0,1945.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,64,B1,11228.0,2.0,0.0,2.0,2000.0,1200.0,1945.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,72,B1,11228.0,2.0,0.0,2.0,2000.0,1800.0,1945.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,4,B3,11214.0,2.0,0.0,2.0,2156.0,2100.0,1930.0,1,B3,998000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,145,B1,11214.0,2.0,0.0,2.0,880.0,800.0,1899.0,1,B1,955000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,9,B3,11228.0,2.0,0.0,2.0,2000.0,1760.0,1935.0,1,B3,1260000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,66,B1,11228.0,2.0,0.0,2.0,2000.0,1800.0,1955.0,1,B1,1180000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,41,S2,11214.0,2.0,1.0,3.0,1840.0,4000.0,1910.0,1,S2,1
BENSONHURST,02 TWO FAMILY DWELLINGS,1,59,B3,11214.0,2.0,0.0,2.0,980.0,1300.0,1940.0,1,B3,880000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,21,B1,11214.0,2.0,0.0,2.0,1800.0,2820.0,1920.0,1,B1,995000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,31,B2,11228.0,2.0,0.0,2.0,2500.0,1960.0,1930.0,1,B2,1400000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,39,B1,11228.0,2.0,0.0,2.0,1719.0,1750.0,1930.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,48,B1,11228.0,2.0,0.0,2.0,2725.0,1840.0,1930.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,1,B1,11228.0,2.0,0.0,2.0,2258.0,1824.0,1955.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,25,B9,11228.0,2.0,0.0,2.0,1820.0,1824.0,1955.0,1,B9,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,31,B3,11228.0,2.0,0.0,2.0,1980.0,1872.0,1955.0,1,B3,1185000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,35,B3,11228.0,2.0,0.0,2.0,2080.0,2650.0,1955.0,1,B3,1220000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,37,B9,11228.0,2.0,0.0,2.0,2140.0,1824.0,1955.0,1,B9,970000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,49,B3,11228.0,2.0,0.0,2.0,2000.0,1700.0,1935.0,1,B3,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,59,B1,11228.0,2.0,0.0,2.0,1950.0,1824.0,1955.0,1,B1,1199998
BENSONHURST,02 TWO FAMILY DWELLINGS,1,67,B1,11228.0,2.0,0.0,2.0,1950.0,1824.0,1955.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,68,B3,11214.0,2.0,0.0,2.0,4060.0,4423.0,1920.0,1,B3,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,30,B9,11214.0,2.0,0.0,2.0,1817.0,1404.0,1905.0,1,B9,915000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,54,B2,11214.0,2.0,0.0,2.0,3000.0,2519.0,1920.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,68,B1,11214.0,2.0,0.0,2.0,2000.0,2978.0,1970.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,27,B3,11214.0,2.0,0.0,2.0,2000.0,1742.0,1930.0,1,B3,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,27,B3,11214.0,2.0,0.0,2.0,2000.0,1742.0,1930.0,1,B3,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,11,B1,11228.0,2.0,0.0,2.0,2750.0,1840.0,1920.0,1,B1,1220000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,25,B1,11228.0,2.0,0.0,2.0,2500.0,1840.0,1920.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,9,B2,11214.0,2.0,0.0,2.0,1600.0,1504.0,1925.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,51,B1,11214.0,2.0,0.0,2.0,1900.0,2090.0,1899.0,1,B1,1350000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,75,B3,11214.0,2.0,0.0,2.0,1044.0,1908.0,1910.0,1,B3,866667
BENSONHURST,02 TWO FAMILY DWELLINGS,1,13,B1,11214.0,2.0,0.0,2.0,2367.0,2380.0,1920.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,12,B3,11214.0,2.0,0.0,2.0,2153.0,1515.0,1925.0,1,B3,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,39,B1,11214.0,2.0,0.0,2.0,3300.0,2760.0,1920.0,1,B1,1490000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,29,S2,11223.0,2.0,1.0,3.0,2961.0,3780.0,1931.0,1,S2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,14,B3,11214.0,2.0,0.0,2.0,3000.0,1680.0,1930.0,1,B3,1080000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,14,B3,11214.0,2.0,0.0,2.0,3000.0,1680.0,1930.0,1,B3,1360000
BENSONHURST,02 TWO FAMILY DWELLINGS,1,26,B1,11214.0,2.0,0.0,2.0,3000.0,2146.0,1920.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,41,B9,11214.0,2.0,0.0,2.0,2000.0,3235.0,1955.0,1,B9,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,23,B2,11214.0,2.0,0.0,2.0,4000.0,1800.0,1935.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,34,B2,11214.0,2.0,0.0,2.0,6000.0,2682.0,1925.0,1,B2,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,39,B1,11214.0,2.0,0.0,2.0,2600.0,2200.0,1925.0,1,B1,0
BENSONHURST,02 TWO FAMILY DWELLINGS,1,39,B1,11214.0,2.0,0.0,2.0,2600.0,2200.0,1925.0,1,B1,370000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,54,C0,11204.0,3.0,0.0,3.0,2500.0,2640.0,1930.0,1,C0,1630000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,69,C0,11204.0,3.0,0.0,3.0,2700.0,2480.0,1930.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,25,C0,11204.0,3.0,0.0,3.0,1517.0,1900.0,1930.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,27,C0,11204.0,3.0,0.0,3.0,1534.0,1900.0,1930.0,1,C0,1380000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,51,C0,11204.0,3.0,0.0,3.0,3000.0,4212.0,1994.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,66,C0,11204.0,3.0,0.0,3.0,2400.0,3300.0,1925.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,15,C0,11219.0,3.0,0.0,3.0,2000.0,3042.0,2002.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,21,C0,11219.0,3.0,0.0,3.0,2000.0,2320.0,1920.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,70,C0,11204.0,3.0,0.0,3.0,2800.0,2412.0,1930.0,1,C0,1660000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,5,C0,11228.0,3.0,0.0,3.0,2000.0,2980.0,1960.0,1,C0,1100000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,5,C0,11228.0,3.0,0.0,3.0,2000.0,2980.0,1960.0,1,C0,1200000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,7,C0,11228.0,3.0,0.0,3.0,2000.0,2980.0,1960.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,28,C0,11204.0,3.0,0.0,3.0,2000.0,4260.0,1925.0,1,C0,1275000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,46,C0,11228.0,3.0,0.0,3.0,4000.0,4620.0,1999.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,36,C0,11204.0,3.0,0.0,3.0,2400.0,2400.0,1930.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,16,C0,11204.0,3.0,0.0,3.0,2600.0,2640.0,1930.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,72,C0,11204.0,3.0,0.0,3.0,4000.0,2560.0,1930.0,1,C0,1730000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,3,C0,11204.0,3.0,0.0,3.0,2550.0,2560.0,1930.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,24,C0,11204.0,3.0,0.0,3.0,2500.0,2640.0,1930.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,57,C0,11204.0,3.0,0.0,3.0,2400.0,2560.0,1930.0,1,C0,685422
BENSONHURST,03 THREE FAMILY DWELLINGS,1,14,C0,11204.0,3.0,0.0,3.0,2500.0,2560.0,1930.0,1,C0,1630000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,38,C0,11204.0,3.0,0.0,3.0,2125.0,2604.0,1930.0,1,C0,1800000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,60,C0,11228.0,3.0,0.0,3.0,3000.0,3600.0,1999.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,61,C0,11228.0,3.0,0.0,3.0,2100.0,3780.0,1999.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,62,C0,11228.0,3.0,0.0,3.0,2100.0,3792.0,1999.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,77,C0,11204.0,3.0,0.0,3.0,2500.0,2240.0,1920.0,1,C0,1400000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,10,C0,11204.0,3.0,0.0,3.0,1590.0,1980.0,1920.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,60,C0,11204.0,3.0,0.0,3.0,2550.0,2640.0,1930.0,1,C0,390000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,36,C0,11204.0,3.0,0.0,3.0,3000.0,2480.0,1930.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,48,C0,11204.0,3.0,0.0,3.0,1800.0,1476.0,1925.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,31,C0,11204.0,3.0,0.0,3.0,2000.0,3108.0,1910.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,37,C0,11204.0,3.0,0.0,3.0,2800.0,2560.0,1925.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,70,C0,11228.0,3.0,0.0,3.0,2700.0,2604.0,1920.0,1,C0,1750000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,54,C0,11214.0,3.0,0.0,3.0,2400.0,2640.0,1925.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,66,C0,11214.0,3.0,0.0,3.0,2950.0,2640.0,1925.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,69,C0,11214.0,3.0,0.0,3.0,2500.0,2640.0,1925.0,1,C0,1750000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,22,C0,11214.0,3.0,0.0,3.0,2400.0,2520.0,1925.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,58,C0,11214.0,3.0,0.0,3.0,2000.0,2500.0,1965.0,1,C0,1548000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,49,C0,11214.0,3.0,0.0,3.0,1921.0,2547.0,1940.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,42,C0,11228.0,3.0,0.0,3.0,2617.0,2640.0,1925.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,48,C0,11214.0,3.0,0.0,3.0,2467.0,2560.0,1925.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,80,C0,11214.0,3.0,0.0,3.0,2000.0,3372.0,1915.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,27,C0,11228.0,3.0,0.0,3.0,2750.0,2600.0,1920.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,33,C0,11228.0,3.0,0.0,3.0,2525.0,2600.0,1920.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,25,C0,11228.0,3.0,0.0,3.0,2467.0,2034.0,1935.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,52,C0,11228.0,3.0,0.0,3.0,2483.0,2016.0,1930.0,1,C0,1600000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,61,C0,11228.0,3.0,0.0,3.0,2483.0,2016.0,1930.0,1,C0,1500000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,18,C0,11214.0,3.0,0.0,3.0,2050.0,2472.0,1930.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,38,C0,11214.0,3.0,0.0,3.0,2675.0,2248.0,1930.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,60,C0,11214.0,3.0,0.0,3.0,2550.0,2840.0,1930.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,37,C0,11214.0,3.0,0.0,3.0,3050.0,3176.0,1960.0,1,C0,1965000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,54,C0,11214.0,3.0,0.0,3.0,4000.0,3828.0,1915.0,1,C0,1688000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,70,C0,11214.0,3.0,0.0,3.0,3000.0,1252.0,1915.0,1,C0,1750000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,16,C0,11214.0,3.0,0.0,3.0,3000.0,3748.0,2011.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,37,C0,11214.0,3.0,0.0,3.0,2000.0,2592.0,1925.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,59,C0,11214.0,3.0,0.0,3.0,2000.0,1992.0,1935.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,25,C0,11214.0,3.0,0.0,3.0,2400.0,3660.0,1920.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,19,C0,11228.0,3.0,0.0,3.0,1560.0,1800.0,1945.0,1,C0,999000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,28,C0,11228.0,3.0,0.0,3.0,1440.0,2104.0,1945.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,39,C0,11228.0,3.0,0.0,3.0,1800.0,1800.0,1945.0,1,C0,800000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,38,C0,11214.0,3.0,0.0,3.0,1840.0,2200.0,1950.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,76,C0,11214.0,3.0,0.0,3.0,940.0,1200.0,1935.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,33,C0,11214.0,3.0,0.0,3.0,3000.0,2954.0,1930.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,51,C0,11214.0,3.0,0.0,3.0,4000.0,3477.0,1930.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,66,C0,11214.0,3.0,0.0,3.0,3000.0,3234.0,1960.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,72,C0,11214.0,3.0,0.0,3.0,3000.0,3630.0,1970.0,1,C0,1550000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,20,C0,11214.0,3.0,0.0,3.0,3000.0,3696.0,2000.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,26,C0,11214.0,3.0,0.0,3.0,1817.0,1404.0,1905.0,1,C0,1150000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,26,C0,11214.0,3.0,0.0,3.0,3000.0,3720.0,2005.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,13,C0,11214.0,3.0,0.0,3.0,3000.0,3327.0,1975.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,22,C0,11214.0,3.0,0.0,3.0,3000.0,4107.0,2000.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,12,C0,11214.0,3.0,0.0,3.0,3000.0,3846.0,1930.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,29,C0,11228.0,3.0,0.0,3.0,2000.0,2430.0,2004.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,12,C0,11214.0,3.0,0.0,3.0,1650.0,3051.0,1970.0,1,C0,1430000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,25,C0,11214.0,3.0,0.0,3.0,3000.0,3762.0,2002.0,1,C0,1998000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,51,C0,11214.0,3.0,0.0,3.0,4000.0,2620.0,1915.0,1,C0,1500000
BENSONHURST,03 THREE FAMILY DWELLINGS,1,26,C0,11214.0,3.0,0.0,3.0,2000.0,3600.0,2002.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,50,C0,11214.0,3.0,0.0,3.0,2000.0,2727.0,1950.0,1,C0,0
BENSONHURST,03 THREE FAMILY DWELLINGS,1,68,C0,11214.0,3.0,0.0,3.0,2000.0,2552.0,1955.0,1,C0,1430000
BENSONHURST,04 TAX CLASS 1 CONDOS,1A,1007,R3,11214.0,1.0,,1.0,,,,1,R3,888000
BENSONHURST,05 TAX CLASS 1 VACANT LAND,1B,36,V0,11219.0,0.0,0.0,0.0,4800.0,0.0,,1,V0,0
BENSONHURST,05 TAX CLASS 1 VACANT LAND,1B,147,V0,11228.0,0.0,0.0,0.0,450.0,0.0,,1,V0,0
BENSONHURST,06 TAX CLASS 1 - OTHER,1,26,G0,11214.0,0.0,0.0,0.0,2000.0,0.0,1950.0,1,G0,1650000
BENSONHURST,06 TAX CLASS 1 - OTHER,1,22,G0,11214.0,0.0,0.0,0.0,2000.0,0.0,1940.0,1,G0,0
BENSONHURST,07 RENTALS - WALKUP APARTMENTS,2A,62,C3,11204.0,4.0,0.0,4.0,2650.0,3520.0,1931.0,2,C3,1910000
BENSONHURST,07 RENTALS - WALKUP APARTMENTS,2A,23,C3,11204.0,4.0,0.0,4.0,3135.0,3600.0,1931.0,2,C3,1772000
BENSONHURST,07 RENTALS - WALKUP APARTMENTS,2A,26,C3,11204.0,4.0,0.0,4.0,2500.0,3600.0,1931.0,2,C3,1950000
BENSONHURST,07 RENTALS - WALKUP APARTMENTS,2,5,C1,11219.0,64.0,0.0,64.0,12000.0,48000.0,1925.0,2,C1,0
BENSONHURST,07 RENTALS - WALKUP APARTMENTS,2A,33,C3,11204.0,4.0,0.0,4.0,2500.0,3000.0,1931.0,2,C3,1700500
BENSONHURST,07 RENTALS - WALKUP APARTMENTS,2A,40,C3,11204.0,4.0,0.0,4.0,2608.0,3280.0,1931.0,2,C3,1630000
BENSONHURST,07 RENTALS - WALKUP APARTMENTS,2A,43,C3,11204.0,4.0,0.0,4.0,2158.0,3280.0,1931.0,2,C3,1730000
BENSONHURST,07 RENTALS - WALKUP APARTMENTS,2A,50,C3,11204.0,4.0,0.0,4.0,2800.0,3510.0,1931.0,2,C3,0
BENSONHURST,07 RENTALS - WALKUP APARTMENTS,2A,51,C3,11204.0,4.0,0.0,4.0,2800.0,3510.0,1931.0,2,C3,0
BENSONHURST,07 RENTALS - WALKUP APARTMENTS,2A,28,C3,11204.0,4.0,0.0,4.0,2775.0,3510.0,1931.0,2,C3,0
BENSONHURST,07 RENTALS - WALKUP APARTMENTS,2A,67,C3,11204.0,4.0,0.0,4.0,2800.0,3360.0,1931.0,2,C3,0
BENSONHURST,07 RENTALS - WALKUP APARTMENTS,2A,67,C3,11204.0,4.0,0.0,4.0,2800.0,3360.0,1931.0,2,C3,0
